Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,243.070007,248.699997,240.309998,245.529999,225.035995,32850000
2019-05-01,245.339996,251.009995,233.050003,239.580002,219.582657,39654400
2019-06-01,239.779999,268.940002,238.080002,264.260010,242.856766,34369400
2019-07-01,266.429993,284.309998,261.670013,275.630005,253.305939,32122300
2019-08-01,275.750000,299.950012,262.709991,294.760010,270.886444,49911800
2019-09-01,292.570007,307.339996,284.399994,288.109985,265.360748,47479100
2019-10-01,288.040009,304.880005,281.600006,297.109985,273.650085,46758900
2019-11-01,297.989990,307.100006,295.170013,299.809998,276.736847,33480900
2019-12-01,299.750000,300.200012,289.100006,293.920013,271.300140,45563900
2020-01-01,294.059998,314.279999,288.619995,305.519989,282.007416,43480800
2020-02-01,307.000000,325.260010,271.279999,281.140015,259.503662,43434600
2020-03-01,294.440002,324.510010,276.339996,285.130005,263.741547,125473600
2020-04-01,282.359985,322.630005,280.899994,303.000000,280.271057,74411200
2020-05-01,301.779999,311.829987,294.540009,308.470001,285.982544,60875800
2020-06-01,307.899994,315.350006,293.839996,303.209991,281.106018,62699600
2020-07-01,302.500000,331.489990,300.750000,325.529999,301.798920,46030600
2020-08-01,325.549988,349.059998,324.299988,347.660004,323.008911,40187100
2020-09-01,345.709991,363.670013,331.200012,355.000000,329.828400,58593900
2020-10-01,356.260010,384.869995,352.850006,357.619995,332.262665,42956000
2020-11-01,362.220001,393.149994,360.589996,391.769989,364.690704,43388200
2020-12-01,384.500000,388.070007,359.500000,376.779999,350.736847,55504500
2021-01-01,377.429993,381.549988,351.880005,352.429993,336.663330,49700800
2021-02-01,351.209991,361.670013,330.940002,331.000000,316.192047,46555900
2021-03-01,335.209991,357.769989,307.000000,352.480011,337.375977,92432000
2021-04-01,352.540009,375.440002,351.630005,372.089996,356.145630,41459800
2021-05-01,373.839996,389.450012,371.109985,378.269989,362.836334,43491400
2021-06-01,379.929993,400.470001,375.500000,395.670013,379.526459,39478800
2021-07-01,396.299988,431.500000,393.880005,429.720001,412.187134,37236300
2021-08-01,430.619995,460.619995,425.480011,455.489990,437.724731,35694700
2021-09-01,455.480011,470.489990,445.670013,449.350006,431.824249,39310500
2021-10-01,449.730011,494.170013,436.170013,491.540009,472.368713,35620200
2021-11-01,494.149994,560.780029,487.200012,539.380005,519.181335,42982700
2021-12-01,543.099976,571.489990,514.039978,567.700012,546.440796,60742500
2022-01-01,565.030029,568.719971,469.010010,505.130005,486.213989,57966700
2022-02-01,505.000000,534.239990,482.980011,519.250000,499.805328,41865600
2022-03-01,519.460022,586.320007,511.779999,575.849976,555.125732,59731500
2022-04-01,577.380005,612.270020,529.700012,531.719971,512.583984,49744700
2022-05-01,532.229980,546.140015,406.510010,466.220001,450.172424,80773600
2022-06-01,469.380005,491.130005,443.200012,479.279999,462.782928,54370600
2022-07-01,481.179993,542.119995,478.000000,541.299988,522.668091,46975700
2022-08-01,541.419983,564.750000,520.260010,522.099976,504.999207,42247500
2022-09-01,519.719971,542.599976,463.529999,472.269989,456.801331,49753100
2022-10-01,474.500000,512.820007,449.029999,501.500000,485.073944,44905600
2022-11-01,503.700012,542.580017,474.500000,539.250000,522.529053,40651100
2022-12-01,519.140015,519.140015,450.750000,456.500000,442.344940,54987400
2023-01-01,458.000000,511.410004,447.899994,511.140015,495.290710,40977800
2023-02-01,508.309998,530.049988,483.779999,484.179993,469.166656,31622600
2023-03-01,481.100006,499.859985,465.329987,496.869995,482.301300,48864100
2023-04-01,496.500000,513.130005,477.500000,503.220001,488.465118,33746900
2023-05-01,499.149994,514.789978,476.750000,511.559998,496.560547,43431100
2023-06-01,509.329987,539.559998,502.100006,538.380005,523.684143,35244100
2023-07-01,537.250000,571.159973,524.630005,560.669983,545.365723,36890200
2023-08-01,560.630005,569.210022,530.559998,549.280029,534.286621,32425300
2023-09-01,553.070007,572.179993,540.179993,564.960022,550.576965,33935700
2023-10-01,567.909973,577.299988,540.229980,552.440002,538.375732,39764300
2023-11-01,555.000000,599.940002,549.650024,592.739990,577.649719,34716100
2023-12-01,593.280029,681.909973,590.590027,660.080017,644.455933,54545700
2024-01-01,655.580017,705.520020,640.510010,694.880005,693.859985,44180200
2024-02-01,694.000000,752.559998,691.500000,743.890015,742.798096,37073800
2024-03-01,740.440002,787.080017,711.010010,734.200012,734.200012,31076100
